Make	Model	Buyer Gender	Buyer Age	Country	City	Dealer Latitude	Dealer Longitude	Color	New Car	Purchase Date	Sale Price	Discount	Resell Price	5-yr Depreciation	Top Speed	0-60 Time
GMC	Yukon	Male	24	Czech Republic	Návsí u Jablunkova	49.6106567	18.735973	Goldenrod	FALSE	28/10/2013	56553.1	0.5847	46591.32	0.06	239.8	12.6
Pontiac	Safari	Male	21	Sweden	Eslöv	55.8465109	13.4095386	Purple	FALSE	21/11/2002	99419.92	0.1432	10087.39	0.07	229.2	2.6
Mazda	B-Series Plus	Female	29	Indonesia	Bulupayung	-7.5893786	109.1315198	Mauv	FALSE	10/6/2017	32137.64	0.3528	5230.03	0.13	137.3	8.2
Ford	Mustang	Male	72	Nigeria	Pindiga	9.9847566	10.9510315	Orange	FALSE	23/09/2007	48280.51	0.0345	13071.28	0.09	189.3	13
Volkswagen	GTI	Female	59	China	Qing’an	46.880102	127.507824	Puce	FALSE	3/11/2008	52939.81	0.3158	30520.4	0.01	243.9	13.3
GMC	1500	Male	56	Vietnam	Long Thành	10.7782801	106.9447146	Blue	FALSE	5/7/2020	70947.97	0.5735	3345.73	0.14	234.9	3.3
Saturn	Outlook	Female	47	Indonesia	Kelodan	-8.6283422	115.2580854	Yellow	TRUE	8/6/2005	59323.59	0.5994	12648.14	0.09	228.8	8.1
Audi	100	Male	70	United States	Albany	42.6532844	-73.762495	Mauv	FALSE	3/9/2006	38479	0.3906	3585.18	0.14	133.8	4.4
Ford	Focus	Male	21	French Guiana	Cayenne	4.9237913	-52.3205637	Blue	FALSE	18/12/2005	88463.65	0.3961	4687.74	0.09	219.6	13.9
Subaru	XT	Female	21	Indonesia	Siborong-borong	2.2155425	99.0349977	Khaki	FALSE	11/10/2018	31546.77	0.6912	12981.16	0.25	146	10.4
Mitsubishi	Mirage	Female	41	Morocco	Moulay Abdallah	33.1963963	-8.587212	Blue	FALSE	9/10/2004	84248.68	0.6277	15675.48	0.02	239.5	10.7
Mercedes-Benz	C-Class	Male	71	Armenia	Varser	40.5529581	44.9105417	Yellow	FALSE	2/7/2011	60009.63	0.4856	23231.41	0.2	146.2	10.8
Porsche	911	Female	45	Sudan	El Bauga	18.26196	33.90812	Green	TRUE	6/12/2014	22367.26	0.1297	41425.13	0.02	233.2	11
Mazda	Familia	Male	65	China	Yangping	22.183206	112.305145	Purple	FALSE	2/6/2018	55032.77	0.0635	6853.18	0.1	230.5	7.9
Lexus	ES	Female	43	Kenya	Moyale	3.5399846	39.0528407	Red	TRUE	25/05/2008	75442.59	0.1609	31521.94	0.24	170.4	2.4
Pontiac	LeMans	Male	25	Brazil	Itabira	-19.6238346	-43.2182878	Orange	TRUE	31/01/2016	48479.09	0.2707	48343.88	0.04	136.2	3
Land Rover	Discovery	Female	40	Senegal	Koungheul	13.9802139	-14.8016887	Khaki	TRUE	1/10/2006	16038.14	0.4928	11208.85	0.21	126.9	9.7
Land Rover	Defender 90	Female	44	Portugal	Colos	37.7340363	-8.4593678	Indigo	FALSE	24/06/2010	13460.73	0.1776	27265.65	0.18	150.8	13.2
Lamborghini	Gallardo	Male	46	Belarus	Dokshytsy	54.8953858	27.7599272	Fuscia	FALSE	5/7/2012	28314.33	0.2749	9076.38	0.2	241.8	13.7
Mercury	Cougar	Female	57	Philippines	Pandasan	14.593975	121.0038631	Goldenrod	FALSE	7/3/2002	10068.96	0.137	49528.57	0.07	177.8	8.4
Toyota	Prius	Male	24	Czech Republic	Vítkov	49.7744492	17.7494174	Aquamarine	TRUE	23/02/2015	18969.77	0.4692	43529.06	0.08	214.4	9.2
Ford	Focus	Female	73	China	Yangji	42.891255	129.508945	Purple	TRUE	1/1/2005	52975.46	0.257	6970.7	0.03	224.3	7.7
Aston Martin	DBS	Male	25	Indonesia	Gereneng	-8.694019	116.5226451	Maroon	FALSE	12/8/2017	91905.14	0.5861	3540.51	0.03	166.1	8.7
Hyundai	Santa Fe	Male	61	China	Suqin Huimin	40.79652	111.6440406	Pink	TRUE	24/07/2018	74914.14	0.3327	4255.97	0.22	149.4	12.1
Chevrolet	Cavalier	Female	39	Brazil	Campos Novos	-27.4369394	-51.2213044	Indigo	TRUE	1/4/2020	55848.72	0.6255	37296.01	0.01	222.7	5.7
Saab	9000	Female	74	Mongolia	Delgermörön	46.516667	98.35	Blue	FALSE	9/10/2009	97974.41	0.4869	16574.31	0.2	167.2	12.6
Mazda	MX-5	Male	28	Poland	Borowno	50.7784708	16.0928295	Blue	FALSE	1/1/2004	45392.43	0.07	41211.83	0.1	152.5	12.9
Maybach	62	Male	67	Angola	Mbanza Congo	-6.2694214	14.2337805	Turquoise	FALSE	21/06/2002	79360.54	0.5917	9483.17	0.16	171.3	12.7
Subaru	Tribeca	Male	36	Indonesia	Tegalbuleud	-7.4220343	106.7529514	Purple	FALSE	5/1/2007	84113.72	0.3144	32471.31	0.13	205.2	8.4
Infiniti	Q	Male	24	Netherlands	Heerlen	50.9168212	5.9799297	Maroon	TRUE	30/10/2012	56870.27	0.3153	35771.5	0.1	158.4	4.3
Mitsubishi	Montero	Male	39	Argentina	Corral de Bustos	-34.7415815	-58.4614889	Green	TRUE	3/11/2018	94575.46	0.5535	31017.51	0.23	161.6	7.6
Dodge	Ram 2500	Male	31	Canada	Sydney Mines	46.2475531	-60.2362743	Fuscia	TRUE	21/01/2003	37808.65	0.5404	22136.94	0.14	170.9	7.5
Lincoln	Aviator	Male	32	Philippines	Ramos West	16.7054663	121.672666	Green	FALSE	11/7/2002	24817.01	0.1021	9430.51	0.05	177.5	11.6
Lamborghini	Murciélago	Male	74	China	Beilun	29.899044	121.844618	Yellow	FALSE	20/08/2003	30722.81	0.2475	43911.51	0.13	135	11.3
Dodge	Ram Van 2500	Male	31	Portugal	Gonça	41.5088439	-8.2522306	Turquoise	FALSE	17/04/2015	39006.43	0.3132	3943.98	0.24	246.9	8
Volkswagen	Eos	Female	30	United States	Mesa	33.519545	-111.5468301	Orange	FALSE	7/1/2002	60082.82	0.0451	20661.06	0.17	218.1	5.1
Lincoln	MKX	Female	63	China	Guanghou	23.12911	113.264385	Goldenrod	FALSE	29/03/2019	63011.73	0.6561	7803.9	0.1	173.5	12.5
Land Rover	Range Rover Sport	Male	27	Indonesia	Bangekdewa	-8.7476	116.1921	Purple	FALSE	15/01/2010	10775.58	0.0577	24682.55	0.01	171.6	11.8
Dodge	Magnum	Female	61	Azerbaijan	Khyzy	40.9109489	49.0729264	Green	FALSE	25/04/2009	14516.11	0.5906	2797.19	0.12	231.7	6.7
Isuzu	Oasis	Male	42	Morocco	Taroudant	30.4727126	-8.8748765	Fuscia	TRUE	28/11/2015	75790.07	0.4226	43256	0.03	154.5	5.2
Ford	Freestar	Female	21	Brazil	Santa Gertrudes	-22.4593525	-47.5369982	Yellow	TRUE	1/12/2019	89326.21	0.0499	3522.12	0.06	170	12.9
Chevrolet	Caprice	Male	68	Indonesia	Cisadap	-7.3052247	108.3059677	Maroon	FALSE	18/11/2020	60915.51	0.0916	6349.97	0.24	249.7	2.3
Toyota	T100 Xtra	Male	24	Poland	Suchy Las	52.5125385	16.8395278	Teal	FALSE	13/11/2016	86299.13	0.1486	40268	0.17	157.2	7
Dodge	Magnum	Female	67	Ukraine	Nedryhayliv	50.8305647	33.8815261	Green	FALSE	8/3/2016	29955.68	0.4498	18085.16	0.1	209.3	5.6
Oldsmobile	Ciera	Female	69	Indonesia	Rapas	-2.1653279	132.324948	Goldenrod	FALSE	13/11/2019	59256.98	0.2683	41532.54	0.24	137.3	2.3
Pontiac	LeMans	Male	74	Latvia	Vecpiebalga	57.061272	25.817596	Maroon	FALSE	17/09/2011	63067.35	0.6624	42313.65	0.22	148.1	8.9
Land Rover	Freelander	Male	53	United States	Sacramento	38.57	-121.47	Mauv	FALSE	18/02/2003	26329.33	0.4889	33498.13	0.2	193.1	9.2
Chevrolet	Impala	Male	70	Brazil	Praia Grande	-24.0088421	-46.4124616	Yellow	FALSE	26/11/2013	59674.29	0.6383	14520.45	0.13	200.2	3.2
Nissan	Xterra	Male	27	France	Roissy Charles-de-Gaulle	49.0096906	2.5479245	Yellow	TRUE	19/10/2008	40376.83	0.6518	47528.31	0.18	148.2	4.3
Volvo	240	Female	69	Kosovo	Dubova (Driloni)	42.71194	20.36972	Puce	FALSE	12/5/2011	70282.48	0.3839	21808.48	0.15	215.4	3.9
Cadillac	XLR	Male	73	Honduras	Concepción de la Barranca	15.17627	-88.724632	Orange	FALSE	5/4/2015	71441.27	0.0311	13379.78	0.1	137.8	9.8
Ford	F-Series	Male	50	Niger	Diffa	13.3132472	12.6158803	Purple	TRUE	16/09/2009	96044.54	0.022	30790.06	0.22	163	9.3
Mazda	Mazda6	Female	23	El Salvador	Apopa	13.8086742	-89.1801225	Goldenrod	FALSE	1/5/2018	96021.18	0.1032	40886.86	0.13	145.2	13.3
Acura	TL	Female	42	Ukraine	Radekhiv	50.2836918	24.6345078	Orange	FALSE	9/8/2018	35466.67	0.2547	49988.65	0.13	134	11.7
Bentley	Continental Flying Spur	Female	69	Indonesia	Panyindangan	-6.6913037	107.9679983	Khaki	FALSE	10/5/2013	47121.75	0.2749	10736.67	0.03	153.9	13.1
Ford	Mustang	Female	63	Peru	Mariatana	-12.2376497	-76.3259182	Red	FALSE	19/10/2005	69950.43	0.3665	7805.98	0.25	164.5	6.4
Chevrolet	3500	Female	28	South Korea	Reiko	35.275	126.50944	Yellow	TRUE	3/12/2017	69724.71	0.6223	45833.93	0.04	230.1	12.7
Lotus	Evora	Male	74	Philippines	Pangapisan	16.0264893	120.2128474	Violet	TRUE	19/07/2009	13665.77	0.3539	11270.33	0.23	205.6	7.7
Ford	E-Series	Female	40	China	Lixi	39.8441383	116.444208	Turquoise	FALSE	1/2/2019	16703.6	0.3322	18211.27	0.1	223.8	3.9
Mercedes-Benz	SLK-Class	Male	57	Brazil	Rolante	-29.6216078	-50.534262	Indigo	TRUE	6/7/2009	81096.87	0.6661	16657.94	0.22	183.8	6.6
Volkswagen	Fox	Male	61	Guatemala	Acatenango	14.5352162	-90.8862218	Aquamarine	FALSE	23/09/2010	31408.41	0.196	7554.95	0.03	209.6	4.3
Citroën	CX	Female	27	China	Hexi	39.109563	117.223371	Orange	FALSE	23/08/2002	82467.24	0.3168	43353.82	0.23	164.8	12.6
Acura	MDX	Male	22	Indonesia	Kebonkai	-6.8482297	106.6802549	Turquoise	FALSE	1/11/2020	49403.01	0.6446	19769.29	0.09	190.7	10.1
Hyundai	Sonata	Female	65	Thailand	Chum Phuang	15.2679414	102.8514837	Maroon	FALSE	2/4/2016	20287.82	0.3996	39267.73	0.12	134.3	7.7
Isuzu	Axiom	Female	41	Indonesia	Bakung Utara	-3.1446171	104.5305715	Indigo	FALSE	24/09/2004	81898.6	0.4413	37033.24	0.05	189.6	14.7
Saab	9-7X	Male	63	Brazil	Riachão do Jacuípe	-11.8073632	-39.3809152	Khaki	FALSE	12/2/2011	95642.67	0.1899	45199.88	0.22	208	12.8
Mitsubishi	Chariot	Male	23	Venezuela	Camatagua	9.7912231	-66.9094499	Teal	FALSE	10/5/2006	43118.75	0.2198	5297.9	0.07	244.6	10.3
Plymouth	Grand Voyager	Male	36	Greece	Astypálaia	36.5389811	26.3131356	Purple	FALSE	9/5/2009	58237.59	0.5048	20051.85	0.01	133.9	2.4
Lamborghini	Countach	Female	62	Israel	‘Afula ‘Illit	32.623453	35.316723	Puce	FALSE	7/11/2019	91260.76	0.075	43179.93	0.06	230.2	5
Nissan	Sentra	Male	67	Argentina	Fontana	-45.8732238	-67.5018975	Crimson	TRUE	22/08/2013	85349.49	0.6122	44271.84	0.16	149.9	8.1
Isuzu	i-370	Male	42	Ukraine	Novohrad-Volyns’kyy	50.5860203	27.6363775	Mauv	FALSE	25/01/2002	66554.94	0.3513	9978.65	0.06	179.7	2.7
Chevrolet	Silverado 1500	Male	71	China	Dalazi	25.704535	113.956275	Crimson	TRUE	26/02/2020	60285.33	0.1826	25284.99	0.03	186.6	3.4
Lamborghini	Gallardo	Female	24	China	Jianping	41.403128	119.64328	Aquamarine	FALSE	20/01/2005	70126.32	0.5327	4893.23	0.07	134.7	3.5
Pontiac	LeMans	Male	68	Indonesia	Nonohonis	-9.8446717	124.2810541	Aquamarine	TRUE	6/8/2003	53049.7	0.4426	14709.55	0.04	210.1	2.4
Volkswagen	Jetta III	Female	65	Brazil	Jaraguá do Sul	-26.4822209	-49.073477	Mauv	FALSE	26/11/2014	72820.81	0.1671	45000.87	0.2	135.8	7.9
Lexus	SC	Female	45	Poland	W?wolnica	51.294469	22.147076	Orange	FALSE	25/01/2015	84375.37	0.6647	30302.92	0.18	242.8	9
Honda	Element	Female	61	Malaysia	Sandakan	5.896774	118.06182	Red	TRUE	19/01/2008	88651.23	0.0806	26047.97	0.22	192.6	8.7
Ford	Econoline E250	Male	73	Colombia	San Calixto	8.4015989	-73.2089979	Red	TRUE	30/08/2011	24963.26	0.5405	29193.94	0.23	191.2	14.4
Mazda	Mazda3	Female	43	Russia	Paratunka	52.96202	158.25723	Puce	TRUE	9/9/2016	42928.14	0.4192	33277.99	0.15	209.9	8.5
Ford	F350	Male	40	Russia	Arsen’yev	44.1580429	133.2645474	Yellow	TRUE	24/08/2010	92656.05	0.5579	9528.66	0.06	155.7	8.3
Ford	Taurus	Female	43	Chad	Mongo	12.1862546	18.6917922	Indigo	FALSE	21/07/2010	87981.16	0.5736	28259.63	0.19	146.1	5.2
Toyota	Sienna	Female	61	Portugal	Torreira	40.7463865	-8.7008962	Blue	TRUE	13/12/2014	51824.8	0.4905	30556.69	0.14	150.2	7.5
Buick	Riviera	Male	20	Brazil	Feira de Santana	-12.2597272	-38.9646608	Teal	TRUE	17/08/2006	75434.09	0.0065	25020.38	0.17	245	4
Audi	A8	Female	40	Indonesia	Cerme Kidul	-7.2331881	112.5692082	Fuscia	TRUE	20/07/2017	86749.45	0.4377	34427.83	0.25	231.2	2
Lincoln	Continental	Female	75	Russia	Kislyakovskaya	46.4482967	39.6777217	Aquamarine	FALSE	6/3/2005	72493.43	0.5021	7370.67	0.23	123.3	6.2
MINI	Cooper	Female	51	China	Sigou	34.7671945	119.0790302	Pink	TRUE	27/06/2007	27285.24	0.525	39514.13	0.16	163.2	5.5
Buick	Riviera	Female	49	Ukraine	Kornyn	50.0920849	29.5436691	Violet	FALSE	12/5/2003	36099.63	0.0605	22804.26	0.24	172.5	13.8
Isuzu	Amigo	Male	34	Poland	?omianki	52.3336578	20.8869861	Puce	FALSE	11/12/2017	26367.76	0.04	45725.62	0.15	136.8	3.1
Mazda	Familia	Male	25	Indonesia	Labuhansumbawa	-8.4734842	117.3998369	Orange	FALSE	12/8/2004	43100.74	0.4198	13932.8	0.25	152.5	9.4
Scion	tC	Male	52	Japan	Chigasaki	35.3372599	139.4046734	Green	FALSE	26/10/2010	22557.76	0.247	26652.49	0.08	195.1	7.6
Saab	9000	Female	39	Finland	Kittilä	67.6955232	24.8590222	Maroon	TRUE	15/01/2016	56186.48	0.5977	40632.62	0.06	154.5	12.2
Mitsubishi	Outlander	Female	34	Peru	Caja	-12.883333	-74.466667	Puce	TRUE	22/02/2009	88166.34	0.4193	29271.86	0.04	124.3	11.5
Kia	Sedona	Male	32	Ukraine	Vashkivtsi	48.3842974	25.5058522	Yellow	TRUE	8/12/2006	43710.8	0.5293	14444.76	0.23	229.1	10.2
Toyota	Camry Hybrid	Female	72	Azerbaijan	Shamkhor	40.8288144	46.0166879	Orange	TRUE	10/1/2002	18659.96	0.4481	4341.61	0.16	176.5	11.2
Saab	9000	Male	43	Philippines	Digkilaan	8.2435239	124.3401302	Turquoise	FALSE	17/03/2009	77749.44	0.3559	32002.04	0.07	165.2	4.8
Infiniti	QX	Male	47	Colombia	Montenegro	4.566637	-75.75012	Khaki	TRUE	16/01/2007	40038.24	0.1312	5889.63	0.02	211.9	10.8
Honda	Accord	Male	44	Japan	Tanashich?	35.7285765	139.5388561	Turquoise	FALSE	30/11/2003	24065.74	0.4153	21455.09	0.14	144.5	4.5
Mitsubishi	Galant	Male	48	Russia	Labytnangi	66.6557632	66.3898319	Blue	TRUE	18/03/2009	16229.59	0.171	4422.27	0.02	244.8	11.8
Chevrolet	Venture	Male	62	Russia	Monastyrishche	44.1947831	132.518626	Turquoise	FALSE	5/4/2018	61050.55	0.637	37888.58	0.03	169.1	4.6
Ford	LTD Crown Victoria	Female	34	Indonesia	Sungaiduri	0.565435	108.9272	Yellow	FALSE	25/02/2010	98178.88	0.3441	10216.59	0.05	137	2.8
Mercedes-Benz	M-Class	Female	67	Peru	Quichuay	-11.8887963	-75.2865498	Yellow	FALSE	22/06/2012	80348.1	0.1638	31862.65	0.1	143.6	3.7
Daewoo	Lanos	Male	33	Iran	Sh?zand	33.9345904	49.4008633	Turquoise	FALSE	29/08/2011	67709.06	0.2826	40696.25	0.16	144.9	7.5
Subaru	Legacy	Female	49	Poland	Regimin	52.9434371	20.5544716	Aquamarine	FALSE	23/11/2020	10680.18	0.679	49104.93	0.24	243.3	4.2
Jaguar	S-Type	Male	47	Colombia	Cimitarra	6.6195382	-74.1709702	Red	TRUE	2/3/2016	63364.02	0.4856	33874.49	0.19	210.4	4.6
Suzuki	Kizashi	Female	26	France	Orléans	47.3591366	2.8002946	Goldenrod	TRUE	14/03/2008	54483.92	0.2416	49146.79	0.21	214.2	4.9
GMC	Envoy XUV	Female	38	Brazil	Cabreúva	-23.3058194	-47.1367011	Violet	FALSE	12/10/2011	59052.54	0.3246	24457.98	0.19	142.5	4.4
Volkswagen	Phaeton	Female	41	China	Xiexiong	31.407545	95.625095	Blue	FALSE	30/01/2013	29945.68	0.094	28323.94	0.04	137.5	7.3
Mitsubishi	Excel	Female	46	Brazil	Guariba	-21.3601809	-48.2282659	Pink	FALSE	22/01/2012	62141.77	0.2507	29704	0.23	148	10.1
Audi	S6	Male	73	France	Alençon	48.4339701	0.098598	Indigo	FALSE	20/01/2005	91851.74	0.5754	43391.12	0.08	178.2	12.7
Saab	9-Mar	Male	38	Philippines	Calaba	17.622182	120.6190252	Khaki	TRUE	7/6/2004	56744.71	0.5906	25923.43	0.08	141.4	2.9
GMC	Yukon XL 1500	Male	71	Sweden	Kista	59.4060153	17.917129	Khaki	TRUE	29/10/2008	51047.4	0.5158	28002.81	0.15	124.3	14.1
Mitsubishi	GTO	Male	48	Mexico	Las Palmas	17.8281158	-95.8162299	Indigo	FALSE	1/11/2017	44458.83	0.2821	44781.36	0.08	245.9	11.6
Land Rover	Range Rover	Male	25	China	Yongledian	39.708782	116.796531	Goldenrod	FALSE	3/10/2009	30120.31	0.3068	17865.19	0.09	220.4	14.1
Mercedes-Benz	S-Class	Female	35	Philippines	Patrocinio	9.7361006	123.9333482	Turquoise	FALSE	4/9/2005	88367.29	0.4358	39024.33	0.01	188.8	9.5
Toyota	Tundra	Male	43	China	Sanjia	19.241239	108.758458	Fuscia	FALSE	17/07/2020	38767.66	0.1729	29928.04	0.13	215.2	5.3
Mercedes-Benz	E-Class	Female	40	Malaysia	Kuala Terengganu	5.329576	103.1369108	Red	TRUE	24/11/2010	10681.04	0.6062	30337.21	0.2	213.7	8.5
Audi	4000CS Quattro	Male	44	Brazil	Governador Valadares	-18.8549317	-41.9559233	Red	TRUE	21/01/2013	83442.31	0.522	44390.85	0.24	126.2	6
GMC	Envoy	Female	38	Indonesia	Genang	-6.2241971	106.8281984	Aquamarine	FALSE	7/8/2003	96691.74	0.4205	46240.72	0.03	217.9	4
Ford	Ranger	Female	54	China	Qijiazuo	35.215892	113.241823	Maroon	FALSE	14/02/2017	43347.44	0.4982	35964.83	0.02	228.9	6.3
Chrysler	LHS	Female	30	Greece	Mirsíni	37.9209684	21.2374124	Green	TRUE	24/07/2020	75956.4	0.003	5702.71	0.06	188.7	9.2
Bentley	Continental Flying Spur	Female	32	Indonesia	Pantenan	-6.9158643	112.4351068	Mauv	FALSE	29/12/2017	98315.87	0.0425	25410.13	0.16	177.8	7.3
Mercedes-Benz	G55 AMG	Female	59	Sweden	Enskede	59.2848437	18.0834974	Blue	FALSE	23/02/2007	53404.25	0.444	39004.64	0.12	183.8	7
Pontiac	Solstice	Male	45	Mexico	La Soledad	24.762172	-104.927894	Aquamarine	FALSE	31/07/2014	89707.19	0.694	26927.79	0.13	145.3	8
Hummer	H2	Male	24	South Africa	Willowmore	-33.29717	23.50527	Goldenrod	TRUE	17/06/2011	35498.24	0.6691	16294.41	0.17	180.3	7.8
Toyota	Matrix	Male	31	Colombia	Sincé	9.2633053	-75.1927805	Indigo	TRUE	4/9/2010	26235.34	0.5683	9796.5	0.21	231.2	3.5
Ford	F250	Male	27	Peru	Mañazo	-15.8003597	-70.3435088	Teal	TRUE	30/12/2007	89122.61	0.2922	4852.96	0.15	237.9	14.9
Audi	5000CS	Female	66	France	Maisons-Laffitte	48.9449573	2.1463759	Orange	TRUE	29/03/2010	67428.56	0.5663	10629.39	0.08	237.8	5.1
Pontiac	1000	Female	53	Philippines	Malibago	11.390993	124.884035	Puce	TRUE	7/6/2018	12087.54	0.1898	25715.09	0.06	190.8	2.2
Saab	900	Male	67	Czech Republic	Valdice	50.5848682	15.4126394	Orange	TRUE	6/5/2003	79248.4	0.0439	49269.05	0.14	127.6	2.6
Audi	5000S	Female	69	Poland	Jadowniki	49.9592267	20.6436082	Green	TRUE	24/06/2004	65248.94	0.2338	21763.69	0.12	225.5	14.9
Volkswagen	Golf	Female	44	China	Jiaoyuan	42.887766	125.14366	Blue	TRUE	3/5/2018	73168.89	0.1182	11264.72	0.02	220.8	3.7
Volvo	S40	Male	56	Portugal	Valada	39.0800897	-8.7620955	Puce	TRUE	14/09/2010	34852.4	0.1326	45912.46	0.18	183.7	6.3
Dodge	Viper	Female	60	China	Sanyi	22.625636	114.038535	Crimson	FALSE	23/03/2004	26185.71	0.6901	27551.81	0.05	136.5	7.8
Lexus	ES	Male	39	Canada	Langford	48.4474626	-123.4956337	Maroon	FALSE	26/07/2018	99973.44	0.6294	32521.53	0.21	228.1	4.7
Ford	Bronco II	Male	56	Portugal	Loureiro	41.4808684	-8.3624629	Maroon	TRUE	4/6/2006	15755.04	0.4457	42585.83	0.18	131.1	2.3
Volkswagen	GLI	Female	48	Czech Republic	?erný Most	50.1064489	14.5744479	Fuscia	FALSE	30/07/2008	63614.72	0.1175	49010.84	0.11	240.5	9.4
Dodge	Ram 1500	Female	37	Honduras	El Llano	15.1539332	-87.8721602	Purple	TRUE	2/12/2002	10127.51	0.1007	11494.47	0.22	147.2	4.7
Hyundai	Accent	Female	52	Russia	Nyagan	62.471883	65.5542239	Aquamarine	TRUE	11/2/2020	82393.82	0.3932	31593.35	0.05	204.2	6.7
Chrysler	Imperial	Female	28	Guatemala	Chisec	15.809627	-90.290544	Blue	TRUE	30/11/2002	74915.58	0.3371	8085.38	0.13	232.3	6.8
Mitsubishi	Raider	Female	45	China	Kuanghe	36.3081761	115.7834972	Fuscia	FALSE	24/09/2002	29728.29	0.0829	34007.65	0.16	163.6	11.6
Mitsubishi	Galant	Female	54	Canada	Dollard-Des Ormeaux	45.470831	-73.7747742	Blue	FALSE	5/12/2019	42685.76	0.1853	6923.19	0.24	131.6	13.7
Land Rover	Range Rover	Male	38	Greece	Plagiári	40.4749958	22.9587865	Purple	TRUE	18/05/2003	30781.97	0.1768	18405.32	0.07	153.7	11
Mercedes-Benz	SLK-Class	Male	56	Russia	Chiri-Yurt	43.0865623	45.7442387	Yellow	FALSE	19/03/2002	26995.31	0.1435	18389.97	0.16	155.4	6.7
Chevrolet	Cobalt	Male	70	China	Xinshi	23.199183	113.256439	Goldenrod	FALSE	11/12/2005	46535.95	0.6402	24267.77	0.04	148.3	12.2
Mazda	RX-7	Female	39	Russia	Shalinskoye	55.7279446	93.768409	Purple	FALSE	10/5/2008	14535.43	0.4481	10179.63	0.2	198.6	4.7
Buick	LeSabre	Male	52	Czech Republic	Horní Po?aply	50.4244054	14.3899392	Khaki	TRUE	10/6/2020	74433.98	0.6851	38055.63	0.03	192.2	10.3
Mercedes-Benz	E-Class	Male	42	Philippines	Bantuanon	6.3726849	125.1367621	Blue	FALSE	15/01/2009	19232.85	0.3448	44384.12	0.11	248.1	8.3
Porsche	928	Female	71	Brazil	Aracruz	-19.8205316	-40.2768213	Green	TRUE	25/12/2016	10422.84	0.2717	19406.75	0.21	198	14
Chevrolet	Express 1500	Male	42	France	Paris 02	43.4945737	5.8978018	Blue	TRUE	2/3/2011	29122.36	0.6696	17751.41	0.2	143.3	4.4
Acura	Integra	Male	28	China	Languan	31.598726	120.301716	Khaki	TRUE	23/10/2002	69093.07	0.537	21187.34	0.05	177.6	7.2
Toyota	Tundra	Male	59	United States	Minneapolis	44.9799999	-93.26	Crimson	FALSE	23/02/2006	91913.2	0.6597	28484.34	0.19	174	7.9
GMC	2500	Female	57	Philippines	Tungao	8.7706603	125.5763557	Teal	TRUE	3/5/2015	27506.15	0.3603	15663.03	0.02	226	10.5
Toyota	MR2	Female	55	China	Yanping	26.637438	118.182036	Khaki	FALSE	24/03/2013	24169.67	0.6428	3095.66	0.18	173.4	9.4
Hummer	H1	Female	42	South Korea	Y?nmu	36.12944	127.1	Indigo	TRUE	28/04/2008	35055.44	0.3727	38963.8	0.18	183	11
Lincoln	MKT	Male	70	Indonesia	Temuji	-6.7919	111.9161	Turquoise	FALSE	3/8/2020	44265.59	0.6532	38901.93	0.14	186.7	6.5
BMW	530	Female	32	Colombia	Guayabal de Síquima	4.878323	-74.467283	Goldenrod	TRUE	27/04/2004	54344.95	0.4958	39625.66	0.12	232.7	10
Mercury	Villager	Female	23	China	Xinkaikou	40.794611	114.8869194	Goldenrod	TRUE	23/08/2012	36094.7	0.3104	10801.22	0.03	154.9	6
Land Rover	Discovery	Male	24	China	Yuchi	44.9346438	128.7694378	Puce	TRUE	27/06/2004	36824.76	0.0735	17121.64	0.09	222.4	14
Ford	E-Series	Female	38	Greece	Grevená	40.0134476	21.1891151	Yellow	FALSE	28/08/2016	96876.22	0.4839	22816.11	0.24	143.2	5
Mercury	Sable	Female	54	Germany	Berlin	52.5890862	13.3032995	Turquoise	TRUE	30/10/2020	17306.24	0.1338	43423.17	0.2	189.9	7.5
Nissan	Pathfinder	Male	55	Philippines	Rizal	14.5665378	121.1092186	Turquoise	FALSE	27/12/2002	82039.04	0.5703	38257.5	0.11	166.4	12.8
Saab	9000	Female	60	Colombia	Pailitas	8.959667	-73.626268	Crimson	FALSE	5/11/2005	78753.97	0.4502	30781.26	0.17	160.5	3
Volvo	XC90	Female	56	China	Wa’eryi	33.320546	100.547156	Violet	TRUE	11/5/2004	21997.89	0.2363	44299.36	0.11	206.9	12.9
Volkswagen	rio	Female	53	Indonesia	Gogosuket	-8.0896	112.2944	Violet	TRUE	13/09/2016	48728.97	0.0475	8439.52	0.23	177.5	9.5
Oldsmobile	Cutlass	Female	75	China	Lianpeng	30.646759	111.276255	Turquoise	TRUE	23/03/2012	36786.8	0.2342	33727.06	0.05	220.2	8.5
Audi	Q7	Female	73	Greece	Mílos	36.6914464	24.3935655	Red	TRUE	2/6/2012	23436.85	0.3114	13290.53	0.05	188.3	14.3
Chrysler	Imperial	Female	44	China	Bifeng	28.693048	107.345882	Turquoise	FALSE	19/06/2006	36257.76	0.2514	48217.71	0.05	249.5	6.4
Toyota	Echo	Male	52	Ukraine	Znomenka	48.7192002	32.6770961	Purple	TRUE	3/8/2020	89199.41	0.0192	18176.55	0.18	237.9	14.3
Ford	E350	Male	44	Argentina	Comodoro Rivadavia	-45.8405005	-67.4686475	Purple	TRUE	18/06/2009	79831.49	0.0737	26680.04	0.17	166.2	8.5
